epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.1855,0.805,0.7273,0.68,0.875,0.1542,0.8796,0.8583,0.8947,0.72
1,0.1765,0.8565,0.7273,0.6957,0.8,0.1502,0.8813,0.8417,0.8737,0.72
2,0.1188,0.9,0.7879,0.72,1.0,0.1512,0.8804,0.8583,0.8947,0.72
3,0.0907,0.9815,0.8788,0.875,0.8889,0.1507,0.8817,0.8583,0.8947,0.72
4,0.0908,0.97,0.8485,0.8,1.0,0.1524,0.8813,0.8583,0.8947,0.72
5,0.1024,0.9741,0.697,0.6552,1.0,0.161,0.8813,0.8583,0.9158,0.64
6,0.1458,0.8519,0.6667,0.6296,0.8333,0.1672,0.8808,0.8667,0.9368,0.6
7,0.1375,0.895,0.7576,0.72,0.875,0.1752,0.8804,0.85,0.9474,0.48
8,0.0944,0.9,0.8182,0.8667,0.3333,0.1736,0.8804,0.8583,0.9474,0.52
9,0.1416,0.9304,0.8485,0.8261,0.9,0.1718,0.8804,0.8583,0.9368,0.56
10,0.1317,0.8643,0.8182,0.7857,1.0,0.172,0.88,0.8583,0.9368,0.56
11,0.1071,0.9259,0.7879,0.7407,1.0,0.1738,0.8804,0.85,0.9474,0.48
12,0.113,0.8966,0.8182,0.8276,0.75,0.1758,0.8796,0.85,0.9474,0.48
13,0.1114,0.956,0.8788,0.9231,0.7143,0.1747,0.88,0.85,0.9474,0.48
14,0.0771,0.9569,0.8788,0.8966,0.75,0.1738,0.88,0.85,0.9474,0.48
15,0.1177,0.9071,0.8485,0.8571,0.8,0.174,0.88,0.85,0.9474,0.48
16,0.1006,0.9506,0.8788,0.9259,0.6667,0.1741,0.88,0.85,0.9474,0.48
17,0.1396,0.9174,0.8485,0.8696,0.8,0.1733,0.88,0.8667,0.9474,0.56
18,0.1643,0.7778,0.6667,0.5926,1.0,0.1734,0.88,0.8583,0.9474,0.52
19,0.1159,0.8951,0.7273,0.7037,0.8333,0.1736,0.88,0.85,0.9474,0.48
