epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.2491,0.72,0.7273,0.5,0.8,0.2854,0.7644,0.6667,0.6538,0.6765
1,0.1725,0.9298,0.8485,0.8182,0.8636,0.2855,0.7647,0.6667,0.6538,0.6765
2,0.1955,0.8611,0.7879,0.8889,0.75,0.2866,0.7647,0.6833,0.7308,0.6471
3,0.1699,0.9176,0.8788,0.8571,0.8846,0.2856,0.7653,0.65,0.6154,0.6765
4,0.1905,0.8957,0.8182,0.8,0.8261,0.2858,0.7647,0.65,0.6154,0.6765
5,0.1751,0.9154,0.8485,0.9231,0.8,0.2857,0.7636,0.6667,0.6731,0.6618
6,0.2371,0.8223,0.7576,0.6364,0.8182,0.2863,0.7639,0.6833,0.75,0.6324
7,0.1862,0.8071,0.7576,0.6,0.7857,0.2854,0.7644,0.675,0.6923,0.6618
8,0.2171,0.8647,0.697,0.7857,0.6316,0.2854,0.7644,0.675,0.6923,0.6618
9,0.1705,0.9176,0.8182,0.8571,0.8077,0.2852,0.7641,0.6667,0.6538,0.6765
10,0.1981,0.9192,0.7576,0.6154,0.85,0.2853,0.7644,0.6667,0.6731,0.6618
11,0.2547,0.7778,0.697,0.5833,0.7619,0.2867,0.763,0.675,0.75,0.6176
12,0.2459,0.8419,0.697,0.625,0.7647,0.2886,0.7633,0.6833,0.7885,0.6029
13,0.191,0.9008,0.7273,0.8182,0.6818,0.2894,0.7633,0.7,0.8462,0.5882
14,0.2741,0.7769,0.5758,0.6923,0.5,0.2887,0.7633,0.675,0.7885,0.5882
15,0.1788,0.9722,0.8485,1.0,0.7619,0.2883,0.763,0.675,0.7692,0.6029
16,0.2315,0.8254,0.7879,0.8333,0.7619,0.288,0.7636,0.675,0.7692,0.6029
17,0.1941,0.8913,0.7879,0.6,0.8696,0.2885,0.763,0.675,0.7692,0.6029
18,0.1185,0.96,0.9394,1.0,0.92,0.2883,0.7636,0.675,0.7692,0.6029
19,0.2043,0.8565,0.7273,0.8,0.6957,0.2878,0.7639,0.675,0.7692,0.6029
