epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.2413,0.815,0.6667,0.875,0.6,0.2722,0.8283,0.7,0.9038,0.5441
1,0.1755,0.9256,0.7576,0.8182,0.7273,0.2644,0.8272,0.75,0.8654,0.6618
2,0.1977,0.8935,0.7879,0.8889,0.75,0.2629,0.8266,0.7417,0.8269,0.6765
3,0.1864,0.8846,0.8182,0.8571,0.8077,0.2602,0.8261,0.7667,0.7692,0.7647
4,0.1766,0.9435,0.8788,0.9,0.8696,0.2606,0.8255,0.7583,0.75,0.7647
5,0.1847,0.9538,0.8788,0.9231,0.85,0.2597,0.8252,0.775,0.8077,0.75
6,0.2312,0.8595,0.8485,0.7273,0.9091,0.2604,0.8255,0.7583,0.8077,0.7206
7,0.156,0.9286,0.8485,0.8,0.8571,0.2595,0.8261,0.7583,0.7692,0.75
8,0.2425,0.8271,0.7273,0.7857,0.6842,0.2597,0.8241,0.7667,0.7885,0.75
9,0.1729,0.9341,0.8182,0.8571,0.8077,0.2601,0.8247,0.75,0.75,0.75
10,0.2437,0.8538,0.7576,0.6154,0.85,0.26,0.8235,0.7583,0.7692,0.75
11,0.2964,0.7063,0.6364,0.5833,0.6667,0.2622,0.8241,0.7583,0.8462,0.6912
12,0.2354,0.9007,0.7576,0.625,0.8824,0.2665,0.8258,0.7333,0.8654,0.6324
13,0.209,0.9421,0.7879,1.0,0.6818,0.2655,0.8255,0.7417,0.8654,0.6471
14,0.2501,0.8077,0.7879,0.7692,0.8,0.265,0.8255,0.7417,0.8462,0.6618
15,0.1897,0.9286,0.8788,0.8333,0.9048,0.2651,0.8252,0.7417,0.8462,0.6618
16,0.2504,0.7778,0.7273,0.6667,0.7619,0.2643,0.8249,0.7417,0.8462,0.6618
17,0.2283,0.8565,0.8485,0.8,0.8696,0.2649,0.8258,0.7417,0.8462,0.6618
18,0.1408,0.99,0.9091,1.0,0.88,0.2633,0.8249,0.7583,0.8462,0.6912
19,0.2141,0.8609,0.7576,0.8,0.7391,0.2618,0.8244,0.75,0.8269,0.6912
