epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.3253,0.5535,0.4925,0.8182,0.3333,0.3503,0.7551,0.6667,0.3077,0.9412
1,0.2569,0.8126,0.6866,0.6667,0.6957,0.3568,0.7554,0.6583,0.2692,0.9559
2,0.2708,0.7018,0.6866,0.6111,0.7143,0.425,0.7528,0.6167,0.1538,0.9706
3,0.2327,0.8,0.806,0.4,0.9231,0.4637,0.7511,0.6,0.1154,0.9706
4,0.2927,0.7639,0.6567,0.4815,0.775,0.3678,0.7557,0.65,0.25,0.9559
5,0.2655,0.8062,0.6716,0.6667,0.6744,0.3689,0.7542,0.65,0.25,0.9559
6,0.2706,0.7668,0.6866,0.6522,0.7045,0.351,0.7554,0.675,0.3077,0.9559
7,0.2577,0.7642,0.6866,0.7222,0.6735,0.3778,0.7545,0.6417,0.2115,0.9706
8,0.2855,0.7769,0.7313,0.6667,0.775,0.3598,0.7557,0.6667,0.2885,0.9559
9,0.2519,0.8027,0.7313,0.7222,0.7347,0.3868,0.7537,0.6333,0.1923,0.9706
10,0.3171,0.5843,0.6567,0.5,0.7442,0.3787,0.7545,0.6417,0.2115,0.9706
11,0.2733,0.7404,0.6716,0.5909,0.7111,0.3731,0.754,0.6333,0.2115,0.9559
12,0.2942,0.7232,0.6418,0.5517,0.7105,0.3528,0.7565,0.675,0.3077,0.9559
13,0.2657,0.7489,0.6418,0.7,0.617,0.3587,0.7548,0.6667,0.2885,0.9559
14,0.2656,0.7681,0.6567,0.75,0.617,0.3642,0.7534,0.6667,0.2885,0.9559
15,0.2875,0.7392,0.6567,0.6154,0.6829,0.3637,0.7537,0.6667,0.2885,0.9559
16,0.2903,0.7101,0.6866,0.5769,0.7561,0.3599,0.754,0.6667,0.2885,0.9559
17,0.2735,0.7495,0.6418,0.7143,0.6087,0.3615,0.7537,0.6667,0.2885,0.9559
18,0.2531,0.833,0.7761,0.6957,0.8182,0.3625,0.7534,0.6667,0.2885,0.9559
19,0.2684,0.7917,0.7313,0.875,0.6512,0.3633,0.7534,0.6667,0.2885,0.9559
