epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.1133,0.9383,0.8,0.75,1.0,0.1045,0.9558,0.9083,0.9158,0.88
1,0.1193,0.9303,0.8444,0.8125,0.9231,0.1042,0.9554,0.9083,0.9158,0.88
2,0.1318,0.8743,0.7556,0.6857,1.0,0.1064,0.9558,0.8917,0.9158,0.8
3,0.0875,0.9714,0.8667,0.8286,1.0,0.11,0.9541,0.8833,0.9263,0.72
4,0.0669,1.0,0.9333,0.9118,1.0,0.1124,0.9541,0.8917,0.9474,0.68
5,0.0757,0.9829,0.8,0.7692,1.0,0.1261,0.9537,0.9,0.9579,0.68
6,0.136,0.8716,0.8222,0.8108,0.875,0.127,0.9524,0.9,0.9579,0.68
7,0.0904,0.966,0.8667,0.8333,1.0,0.1309,0.9533,0.9,0.9684,0.64
8,0.082,0.9628,0.8889,0.8649,1.0,0.1319,0.9533,0.9,0.9684,0.64
9,0.1093,0.9429,0.8889,0.8857,0.9,0.1267,0.9541,0.9,0.9579,0.68
10,0.1046,0.9211,0.8222,0.7895,1.0,0.1289,0.9537,0.9,0.9684,0.64
11,0.0891,0.9568,0.8444,0.8333,0.8889,0.1301,0.9533,0.9,0.9684,0.64
12,0.0762,0.9701,0.9111,0.8974,1.0,0.1329,0.9533,0.9,0.9684,0.64
13,0.1173,0.9088,0.8,0.8378,0.625,0.1311,0.9533,0.9,0.9684,0.64
14,0.0907,0.9561,0.8667,0.8649,0.875,0.1306,0.9533,0.9,0.9684,0.64
15,0.1299,0.8765,0.8444,0.8611,0.7778,0.1301,0.9533,0.9,0.9684,0.64
16,0.0722,0.9924,0.9333,0.9091,1.0,0.1298,0.9533,0.9,0.9684,0.64
17,0.124,0.9114,0.8,0.7714,0.9,0.1288,0.9533,0.8917,0.9579,0.64
18,0.1351,0.8649,0.6889,0.6216,1.0,0.1299,0.9533,0.9,0.9684,0.64
19,0.0851,0.9426,0.8889,0.8649,1.0,0.1304,0.9537,0.9,0.9684,0.64
