epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.2363,0.7753,0.7778,0.6667,0.8182,0.2859,0.7653,0.65,0.6154,0.6765
1,0.1887,0.8822,0.7778,0.6923,0.8125,0.2854,0.7647,0.6667,0.6538,0.6765
2,0.1915,0.8583,0.7778,0.8182,0.7647,0.2856,0.7647,0.65,0.6154,0.6765
3,0.1689,0.9057,0.8667,0.7,0.9143,0.2876,0.765,0.6667,0.5962,0.7206
4,0.2008,0.8944,0.8222,0.75,0.8621,0.2856,0.765,0.6583,0.6346,0.6765
5,0.1856,0.9,0.8,0.8667,0.7667,0.2863,0.7627,0.675,0.7115,0.6471
6,0.2431,0.834,0.7556,0.6471,0.8214,0.2888,0.7624,0.6833,0.7885,0.6029
7,0.1831,0.8886,0.8,0.8,0.8,0.2857,0.7624,0.6667,0.6731,0.6618
8,0.2235,0.8563,0.7333,0.7368,0.7308,0.2861,0.7624,0.675,0.7115,0.6471
9,0.1862,0.9064,0.7333,0.8182,0.7059,0.2855,0.7633,0.6583,0.6538,0.6618
10,0.1874,0.9111,0.7778,0.6667,0.8333,0.2857,0.7636,0.6667,0.6731,0.6618
11,0.2318,0.8111,0.7333,0.6667,0.7667,0.286,0.763,0.6667,0.6923,0.6471
12,0.2381,0.8874,0.7333,0.6364,0.8261,0.2884,0.7627,0.6833,0.7885,0.6029
13,0.2112,0.8548,0.7333,0.7857,0.7097,0.2892,0.7627,0.6833,0.8077,0.5882
14,0.2429,0.8018,0.6222,0.6429,0.6129,0.2887,0.7622,0.6833,0.7885,0.6029
15,0.1683,0.9601,0.8222,0.8824,0.7857,0.2885,0.7624,0.6833,0.7885,0.6029
16,0.2198,0.8513,0.8,0.75,0.8276,0.2888,0.7627,0.6833,0.8077,0.5882
17,0.1933,0.9,0.8222,0.7333,0.8667,0.2894,0.7627,0.6833,0.8077,0.5882
18,0.1473,0.947,0.8889,0.8333,0.9091,0.2891,0.7627,0.6833,0.8077,0.5882
19,0.2209,0.8378,0.7111,0.8,0.6667,0.2889,0.7622,0.6833,0.8077,0.5882
