epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.2233,0.8641,0.7321,0.9375,0.65,0.2644,0.8272,0.75,0.8654,0.6618
1,0.1835,0.9123,0.8036,0.7778,0.8158,0.2615,0.8275,0.7583,0.8269,0.7059
2,0.1924,0.8906,0.7857,0.875,0.75,0.2597,0.8266,0.775,0.8077,0.75
3,0.1945,0.8741,0.8214,0.7857,0.8333,0.2631,0.8252,0.7167,0.6346,0.7794
4,0.207,0.9118,0.8393,0.8182,0.8529,0.2593,0.8258,0.775,0.8077,0.75
5,0.2035,0.8958,0.8036,0.8,0.8056,0.2599,0.8247,0.7583,0.8077,0.7206
6,0.2075,0.9014,0.875,0.8,0.9167,0.2656,0.8255,0.725,0.8654,0.6176
7,0.1719,0.9231,0.8393,0.8462,0.8372,0.2592,0.8249,0.775,0.8077,0.75
8,0.228,0.8594,0.75,0.75,0.75,0.2628,0.823,0.7583,0.8462,0.6912
9,0.1908,0.8992,0.8036,0.8667,0.7805,0.2597,0.8232,0.7583,0.7692,0.75
10,0.2184,0.8597,0.8214,0.8,0.8333,0.2604,0.823,0.7667,0.8077,0.7353
11,0.2533,0.7865,0.75,0.7778,0.7368,0.2606,0.8227,0.7667,0.8077,0.7353
12,0.2313,0.8723,0.75,0.68,0.8065,0.2671,0.8232,0.7333,0.8654,0.6324
13,0.2056,0.8824,0.8036,0.8824,0.7692,0.2616,0.8215,0.7667,0.8269,0.7206
14,0.2048,0.8703,0.8393,0.8235,0.8462,0.261,0.821,0.7667,0.8077,0.7353
15,0.1937,0.9224,0.8393,0.7143,0.9143,0.2613,0.8215,0.7583,0.8077,0.7206
16,0.23,0.8472,0.75,0.6,0.8333,0.2621,0.8213,0.7583,0.8269,0.7059
17,0.2062,0.8889,0.8214,0.7778,0.8421,0.2627,0.8215,0.75,0.8269,0.6912
18,0.1523,0.9722,0.9464,0.9,0.9722,0.2622,0.8215,0.7583,0.8269,0.7059
19,0.2081,0.8684,0.75,0.8333,0.7105,0.2619,0.821,0.7667,0.8269,0.7206
