epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.1674,0.7519,0.6889,0.7143,0.6842,0.1475,0.9571,0.875,0.8704,0.8788
1,0.1754,0.8074,0.7778,0.625,0.8108,0.1474,0.9568,0.875,0.8704,0.8788
2,0.1479,0.9459,0.8667,0.875,0.8649,0.1467,0.9562,0.875,0.8704,0.8788
3,0.1481,0.9248,0.8667,0.7143,0.8947,0.1464,0.9565,0.8667,0.8519,0.8788
4,0.1532,0.8534,0.7556,0.5714,0.7895,0.1461,0.9551,0.8667,0.8519,0.8788
5,0.1727,0.8984,0.8,0.8182,0.7941,0.1462,0.9557,0.8833,0.8889,0.8788
6,0.1632,0.8951,0.8,0.7778,0.8056,0.1462,0.9551,0.8667,0.8704,0.8636
7,0.1624,0.7594,0.7333,0.7143,0.7368,0.1459,0.9551,0.8667,0.8519,0.8788
8,0.1568,0.8682,0.7333,0.75,0.7297,0.1459,0.9548,0.875,0.8704,0.8788
9,0.1499,0.902,0.7556,0.75,0.7568,0.146,0.9551,0.875,0.8889,0.8636
10,0.1466,0.84,0.6889,0.8,0.675,0.1456,0.9545,0.8667,0.8519,0.8788
11,0.165,0.8311,0.8222,0.75,0.8378,0.1458,0.9551,0.8667,0.8519,0.8788
12,0.1952,0.899,0.8667,0.7692,0.9062,0.1456,0.9548,0.8667,0.8704,0.8636
13,0.1162,0.9756,0.8667,1.0,0.8537,0.1456,0.9543,0.8667,0.8704,0.8636
14,0.1308,0.9361,0.8444,0.8571,0.8421,0.1458,0.9537,0.8667,0.8519,0.8788
15,0.1336,0.7683,0.8222,0.5,0.8537,0.1488,0.9529,0.8583,0.8148,0.8939
16,0.1479,0.9321,0.8444,0.8889,0.8333,0.1484,0.9529,0.875,0.8519,0.8939
17,0.1531,0.9088,0.8889,0.625,0.9459,0.1484,0.9529,0.875,0.8519,0.8939
18,0.1665,0.8611,0.7111,0.6667,0.7222,0.1482,0.9529,0.875,0.8519,0.8939
19,0.1395,0.9527,0.8,0.875,0.7838,0.1484,0.9526,0.875,0.8519,0.8939
