epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.1053,1.0,0.7273,0.7,1.0,0.102,0.9549,0.9083,0.9158,0.88
1,0.1104,0.9167,0.8182,0.75,1.0,0.1039,0.9558,0.9083,0.9158,0.88
2,0.1503,0.7778,0.8182,0.7778,1.0,0.1056,0.9558,0.9083,0.9158,0.88
3,0.0641,1.0,0.9091,0.8571,1.0,0.106,0.9558,0.9083,0.9158,0.88
4,0.0732,1.0,0.8182,0.75,1.0,0.1074,0.9545,0.8833,0.9158,0.76
5,0.0584,1.0,0.8182,0.8,1.0,0.1097,0.9549,0.8833,0.9263,0.72
6,0.2378,0.6667,0.7273,0.7778,0.5,0.1107,0.9549,0.8917,0.9368,0.72
7,0.0773,1.0,0.9091,0.9,1.0,0.1113,0.9545,0.8833,0.9368,0.68
8,0.0885,0.9444,0.9091,0.8889,1.0,0.112,0.9545,0.8833,0.9368,0.68
9,0.076,0.9583,0.9091,0.875,1.0,0.1122,0.9549,0.8833,0.9368,0.68
10,0.118,0.9444,0.7273,0.6667,1.0,0.1123,0.9549,0.8917,0.9474,0.68
11,0.0617,1.0,0.9091,0.8889,1.0,0.1131,0.9545,0.8917,0.9474,0.68
12,0.1477,0.8889,0.6364,0.5556,1.0,0.114,0.9545,0.8917,0.9474,0.68
13,0.0488,1.0,0.9091,0.8889,1.0,0.1142,0.9545,0.8917,0.9474,0.68
14,0.0479,1.0,1.0,1.0,1.0,0.1143,0.9545,0.8917,0.9474,0.68
15,0.1363,0.8889,0.7273,0.6667,1.0,0.1145,0.9545,0.8917,0.9474,0.68
16,0.0815,1.0,0.9091,0.8889,1.0,0.1146,0.9545,0.8917,0.9474,0.68
17,0.1097,0.9444,0.8182,0.7778,1.0,0.1148,0.9545,0.8917,0.9474,0.68
18,0.0977,0.9583,0.9091,0.875,1.0,0.1148,0.9545,0.8917,0.9474,0.68
19,0.0729,1.0,0.9091,0.9,1.0,0.1149,0.9545,0.8917,0.9474,0.68
