epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.1913,0.7879,0.8209,0.25,0.9455,0.1748,0.9436,0.875,0.8148,0.9242
1,0.1824,0.903,0.8358,0.5,0.9091,0.1707,0.9442,0.875,0.8148,0.9242
2,0.1899,0.8291,0.791,0.6923,0.8148,0.1707,0.9444,0.8667,0.8148,0.9091
3,0.179,0.8068,0.8209,0.5455,0.875,0.1719,0.943,0.85,0.7963,0.8939
4,0.1771,0.8652,0.806,0.6667,0.8364,0.1757,0.9419,0.8583,0.7963,0.9091
5,0.2046,0.8701,0.7761,0.8125,0.7647,0.1743,0.9416,0.85,0.7963,0.8939
6,0.1783,0.9434,0.806,0.9286,0.7736,0.1751,0.9386,0.85,0.7963,0.8939
7,0.1892,0.9105,0.7015,0.9375,0.6275,0.174,0.9383,0.85,0.7963,0.8939
8,0.1845,0.8197,0.7313,0.8333,0.7091,0.1724,0.9386,0.85,0.7963,0.8939
9,0.1747,0.8485,0.791,0.8333,0.7818,0.173,0.9377,0.85,0.7963,0.8939
10,0.1611,0.7903,0.6567,0.75,0.6441,0.1756,0.9371,0.85,0.7963,0.8939
11,0.1874,0.8091,0.6866,0.6923,0.6852,0.1768,0.9369,0.85,0.7963,0.8939
12,0.1913,0.9179,0.7761,0.8125,0.7647,0.1747,0.9366,0.85,0.7963,0.8939
13,0.1671,0.7356,0.6567,0.5556,0.6724,0.1764,0.9369,0.85,0.7963,0.8939
14,0.1746,0.8974,0.7761,0.8462,0.7593,0.1764,0.9369,0.85,0.7963,0.8939
15,0.1791,0.6073,0.6716,0.4444,0.7069,0.1772,0.9363,0.85,0.7963,0.8939
16,0.1742,0.9046,0.791,0.9231,0.7593,0.1772,0.936,0.85,0.7963,0.8939
17,0.1706,0.9182,0.806,0.9167,0.7818,0.1774,0.9357,0.85,0.7963,0.8939
18,0.1944,0.8059,0.7463,0.6429,0.7736,0.1769,0.9357,0.85,0.7963,0.8939
19,0.1772,0.9057,0.8209,0.9286,0.7925,0.1769,0.9357,0.85,0.7963,0.8939
