epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.3024,0.6768,0.6716,0.0,1.0,0.2865,0.7644,0.6833,0.75,0.6324
1,0.2792,0.8043,0.7313,0.2857,0.9348,0.2961,0.7644,0.6833,0.8654,0.5441
2,0.2806,0.6508,0.7015,0.2222,0.8776,0.2894,0.765,0.6917,0.8077,0.6029
3,0.2707,0.5526,0.7313,0.0667,0.9231,0.2856,0.7653,0.6833,0.7308,0.6471
4,0.311,0.7537,0.6866,0.2963,0.95,0.3014,0.7639,0.6833,0.8846,0.5294
5,0.2937,0.7975,0.8209,0.7917,0.8372,0.3121,0.7656,0.6833,0.9038,0.5147
6,0.2905,0.7204,0.6716,0.6087,0.7045,0.3231,0.765,0.65,0.9423,0.4265
7,0.2761,0.7052,0.7612,0.5,0.8571,0.3032,0.765,0.6833,0.8846,0.5294
8,0.3064,0.7028,0.6567,0.5926,0.7,0.3422,0.7656,0.6167,0.9615,0.3529
9,0.2788,0.7177,0.6567,0.7778,0.6122,0.3021,0.7689,0.675,0.8846,0.5147
10,0.291,0.813,0.7313,0.375,0.9302,0.3059,0.7687,0.675,0.8846,0.5147
11,0.3027,0.6323,0.597,0.3182,0.7333,0.3086,0.7675,0.675,0.8846,0.5147
12,0.3302,0.608,0.5224,0.3103,0.6842,0.3211,0.7673,0.6583,0.9423,0.4412
13,0.2876,0.6894,0.6418,0.7,0.617,0.3138,0.7687,0.6667,0.9038,0.4853
14,0.2931,0.6521,0.6119,0.6,0.617,0.3095,0.7687,0.6833,0.9038,0.5147
15,0.3078,0.7223,0.6866,0.5769,0.7561,0.3113,0.7678,0.6833,0.9038,0.5147
16,0.3117,0.6735,0.6866,0.5,0.8049,0.3132,0.7687,0.675,0.9038,0.5
17,0.2994,0.6066,0.5373,0.381,0.6087,0.3136,0.7687,0.675,0.9038,0.5
18,0.2949,0.7006,0.6567,0.4783,0.75,0.3138,0.7692,0.6667,0.9038,0.4853
19,0.2903,0.7713,0.7164,0.75,0.6977,0.3132,0.7695,0.675,0.9038,0.5
