epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.3034,0.6374,0.6269,0.9091,0.4889,0.2655,0.8286,0.75,0.8654,0.6618
1,0.2614,0.8395,0.7164,0.7619,0.6957,0.263,0.8272,0.75,0.8654,0.6618
2,0.2623,0.8027,0.6716,0.7778,0.6327,0.261,0.8266,0.7417,0.7308,0.75
3,0.2437,0.7897,0.7164,0.4,0.8077,0.2688,0.8235,0.725,0.5769,0.8382
4,0.2824,0.8185,0.7164,0.5185,0.85,0.2617,0.8238,0.7333,0.6731,0.7794
5,0.2672,0.8391,0.7612,0.7083,0.7907,0.2608,0.823,0.7417,0.7308,0.75
6,0.2723,0.7875,0.7313,0.6087,0.7955,0.2595,0.8235,0.7583,0.7692,0.75
7,0.2486,0.8084,0.8209,0.6667,0.8776,0.2653,0.8224,0.7333,0.6538,0.7941
8,0.2705,0.8333,0.7761,0.7778,0.775,0.2596,0.8238,0.7583,0.7885,0.7353
9,0.2481,0.8197,0.7463,0.7778,0.7347,0.2682,0.819,0.7083,0.5962,0.7941
10,0.292,0.719,0.5821,0.2917,0.7442,0.2633,0.821,0.725,0.6731,0.7647
11,0.2611,0.7859,0.6866,0.6818,0.6889,0.264,0.821,0.725,0.6731,0.7647
12,0.2692,0.8076,0.7015,0.7586,0.6579,0.2601,0.821,0.7583,0.7885,0.7353
13,0.2597,0.8064,0.7313,0.85,0.6809,0.2608,0.8207,0.7333,0.7308,0.7353
14,0.2569,0.7883,0.6418,0.7,0.617,0.2624,0.8199,0.7333,0.6923,0.7647
15,0.2575,0.8705,0.7612,0.7308,0.7805,0.2624,0.8196,0.7333,0.6923,0.7647
16,0.2827,0.7645,0.7313,0.6154,0.8049,0.2613,0.8199,0.7167,0.6923,0.7353
17,0.2572,0.8354,0.7612,0.8571,0.7174,0.2619,0.8199,0.725,0.6923,0.75
18,0.2376,0.914,0.8358,0.7391,0.8864,0.2628,0.8193,0.7333,0.6923,0.7647
19,0.2821,0.7316,0.6716,0.6667,0.6744,0.2629,0.8193,0.7333,0.6923,0.7647
