epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.1971,0.87,0.8182,0.75,0.84,0.252,0.8329,0.7333,0.8269,0.6618
1,0.1623,0.9421,0.8485,0.8182,0.8636,0.2512,0.8326,0.7417,0.8269,0.6765
2,0.1403,0.963,0.8788,1.0,0.8333,0.2513,0.8329,0.7417,0.8269,0.6765
3,0.1206,1.0,0.9697,1.0,0.9615,0.2496,0.8314,0.7583,0.8077,0.7206
4,0.1725,0.9348,0.8485,0.9,0.8261,0.2497,0.8286,0.7583,0.8077,0.7206
5,0.1701,0.9385,0.8788,0.9231,0.85,0.25,0.8298,0.75,0.8077,0.7059
6,0.2581,0.8182,0.7576,0.5455,0.8636,0.2524,0.8337,0.7417,0.8462,0.6618
7,0.1494,0.9357,0.8182,0.8,0.8214,0.2495,0.8317,0.75,0.8077,0.7059
8,0.2462,0.797,0.7273,0.7143,0.7368,0.2499,0.8326,0.75,0.8462,0.6765
9,0.1577,0.967,0.7879,1.0,0.7308,0.2489,0.8312,0.75,0.8077,0.7059
10,0.2066,0.9,0.8182,0.7692,0.85,0.2503,0.8298,0.75,0.8462,0.6765
11,0.265,0.746,0.6061,0.5833,0.619,0.2559,0.8317,0.6917,0.9038,0.5294
12,0.2225,0.8787,0.7576,0.75,0.7647,0.2624,0.83,0.6583,0.9038,0.4706
13,0.1661,0.9298,0.7879,0.9091,0.7273,0.2608,0.8292,0.675,0.9038,0.5
14,0.254,0.7962,0.7273,0.9231,0.6,0.2569,0.8295,0.6917,0.9038,0.5294
15,0.1965,0.8929,0.7879,0.6667,0.8571,0.259,0.83,0.675,0.9038,0.5
16,0.2085,0.869,0.7273,0.75,0.7143,0.259,0.8298,0.675,0.9038,0.5
17,0.161,0.9435,0.8788,0.9,0.8696,0.2596,0.8298,0.675,0.9038,0.5
18,0.1011,0.985,0.9697,1.0,0.96,0.2582,0.8303,0.6833,0.9038,0.5147
19,0.1552,0.9348,0.8485,0.9,0.8261,0.2562,0.83,0.7083,0.9038,0.5588
