epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.1261,0.925,0.7576,0.68,1.0,0.1035,0.9549,0.9083,0.9158,0.88
1,0.1243,0.9217,0.8485,0.8261,0.9,0.1031,0.9549,0.9083,0.9158,0.88
2,0.1273,0.875,0.7576,0.68,1.0,0.1035,0.9554,0.9083,0.9158,0.88
3,0.0778,0.9861,0.9091,0.875,1.0,0.1041,0.9545,0.9083,0.9158,0.88
4,0.0705,1.0,0.8788,0.84,1.0,0.1055,0.9549,0.9,0.9158,0.84
5,0.09,0.9741,0.7576,0.7241,1.0,0.113,0.9549,0.8917,0.9474,0.68
6,0.1576,0.8272,0.7576,0.7407,0.8333,0.1166,0.9541,0.8917,0.9474,0.68
7,0.0957,0.98,0.8485,0.8,1.0,0.1255,0.9537,0.9,0.9579,0.68
8,0.077,0.9333,0.8788,0.8667,1.0,0.1251,0.9537,0.9,0.9579,0.68
9,0.132,0.9348,0.8788,0.8696,0.9,0.1225,0.9541,0.9,0.9579,0.68
10,0.1071,0.9214,0.8485,0.8214,1.0,0.1225,0.9541,0.9,0.9579,0.68
11,0.1013,0.9198,0.7879,0.7778,0.8333,0.1236,0.9541,0.9,0.9579,0.68
12,0.087,0.9569,0.8788,0.8621,1.0,0.125,0.9537,0.9,0.9579,0.68
13,0.099,0.9505,0.8182,0.8462,0.7143,0.1259,0.9537,0.9,0.9579,0.68
14,0.083,0.9483,0.9091,0.931,0.75,0.1253,0.9537,0.9,0.9579,0.68
15,0.1312,0.8429,0.7879,0.8214,0.6,0.1251,0.9537,0.9,0.9579,0.68
16,0.0737,0.9815,0.9091,0.8889,1.0,0.1252,0.9541,0.9,0.9579,0.68
17,0.1291,0.9565,0.8182,0.7826,0.9,0.1245,0.9541,0.9,0.9579,0.68
18,0.136,0.8704,0.6667,0.5926,1.0,0.1243,0.9541,0.9,0.9579,0.68
19,0.0987,0.9259,0.8182,0.7778,1.0,0.1249,0.9541,0.9,0.9579,0.68
