epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.1458,0.8485,0.7612,0.7273,0.9167,0.1566,0.8796,0.8667,0.9158,0.68
1,0.1461,0.8975,0.7761,0.7174,0.9048,0.1541,0.8804,0.8667,0.9053,0.72
2,0.1191,0.9097,0.7761,0.717,1.0,0.1597,0.8813,0.8667,0.9158,0.68
3,0.0997,0.9641,0.8657,0.8462,0.9333,0.1603,0.8821,0.8667,0.9158,0.68
4,0.0775,0.9829,0.9552,0.9444,1.0,0.1586,0.8825,0.8667,0.9158,0.68
5,0.0952,0.9513,0.7612,0.7321,0.9091,0.1792,0.8804,0.85,0.9474,0.48
6,0.1217,0.9282,0.7612,0.7308,0.8667,0.1766,0.8808,0.85,0.9474,0.48
7,0.1096,0.9333,0.8209,0.8182,0.8333,0.175,0.8792,0.8583,0.9474,0.52
8,0.1067,0.9274,0.8507,0.8519,0.8462,0.177,0.8792,0.85,0.9474,0.48
9,0.1112,0.9372,0.8657,0.8462,0.9333,0.1744,0.8792,0.8583,0.9368,0.56
10,0.1261,0.8487,0.806,0.8103,0.7778,0.1793,0.8783,0.85,0.9474,0.48
11,0.077,0.9811,0.8955,0.8679,1.0,0.1806,0.8771,0.85,0.9474,0.48
12,0.1137,0.9217,0.8358,0.8333,0.8462,0.1824,0.8771,0.85,0.9474,0.48
13,0.1062,0.9105,0.806,0.8246,0.7,0.1785,0.8783,0.85,0.9474,0.48
14,0.0807,0.9598,0.8657,0.8621,0.8889,0.1793,0.8779,0.85,0.9474,0.48
15,0.1233,0.9218,0.8657,0.8462,0.9333,0.178,0.8783,0.85,0.9474,0.48
16,0.1179,0.949,0.8507,0.8571,0.8333,0.1758,0.8779,0.8583,0.9474,0.52
17,0.12,0.9167,0.8209,0.8235,0.8125,0.1749,0.8779,0.8667,0.9474,0.56
18,0.133,0.8697,0.7463,0.7091,0.9167,0.1758,0.8787,0.8583,0.9474,0.52
19,0.089,0.9481,0.8507,0.8393,0.9091,0.1762,0.8779,0.8583,0.9474,0.52
