epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.2037,0.8818,0.8358,0.7727,0.8667,0.252,0.8343,0.7333,0.8269,0.6618
1,0.148,0.9545,0.8806,0.9048,0.8696,0.2543,0.8326,0.7333,0.8846,0.6176
2,0.1488,0.9558,0.8507,0.9444,0.8163,0.2498,0.8326,0.7583,0.8077,0.7206
3,0.134,0.959,0.9403,0.9333,0.9423,0.25,0.8292,0.7583,0.7885,0.7353
4,0.1909,0.9204,0.806,0.7778,0.825,0.2535,0.8323,0.7417,0.8462,0.6618
5,0.1575,0.9496,0.8657,0.875,0.8605,0.2536,0.8317,0.7333,0.8462,0.6471
6,0.217,0.8656,0.806,0.6957,0.8636,0.2699,0.8298,0.65,0.9038,0.4559
7,0.1653,0.9558,0.806,1.0,0.7347,0.2504,0.8317,0.725,0.8077,0.6618
8,0.2008,0.8889,0.7612,0.7037,0.8,0.2576,0.832,0.6917,0.9038,0.5294
9,0.1821,0.907,0.806,0.8889,0.7755,0.2535,0.8331,0.7417,0.9038,0.6176
10,0.209,0.8711,0.791,0.8333,0.7674,0.2543,0.8326,0.7167,0.9038,0.5735
11,0.2219,0.8354,0.7164,0.7727,0.6889,0.2538,0.8329,0.7333,0.9038,0.6029
12,0.207,0.8975,0.806,0.7931,0.8158,0.2585,0.8323,0.6917,0.9038,0.5294
13,0.197,0.8798,0.791,0.85,0.766,0.2556,0.8306,0.7083,0.9038,0.5588
14,0.2067,0.8702,0.7612,0.85,0.7234,0.2532,0.8317,0.7417,0.8654,0.6471
15,0.1794,0.9278,0.8657,0.8077,0.9024,0.2538,0.8312,0.7417,0.8654,0.6471
16,0.1846,0.9146,0.8358,0.8462,0.8293,0.2545,0.8306,0.725,0.9038,0.5882
17,0.1463,0.9555,0.8657,0.7619,0.913,0.2551,0.8303,0.7167,0.9038,0.5735
18,0.1333,0.9704,0.8955,0.8696,0.9091,0.255,0.8309,0.7167,0.9038,0.5735
19,0.1795,0.9118,0.791,0.875,0.7442,0.2545,0.8306,0.725,0.9038,0.5882
