epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.2784,0.7449,0.6,0.8333,0.5152,0.2976,0.7277,0.6417,0.5385,0.7206
1,0.2907,0.6274,0.5556,0.2308,0.6875,0.2986,0.7282,0.65,0.5192,0.75
2,0.2835,0.5535,0.5556,0.4545,0.5882,0.3046,0.7279,0.6667,0.4808,0.8088
3,0.2867,0.4714,0.5556,0.0,0.7143,0.3201,0.7268,0.6833,0.3846,0.9118
4,0.3169,0.6164,0.6222,0.1875,0.8621,0.305,0.7285,0.6667,0.4808,0.8088
5,0.3052,0.7022,0.7111,0.6667,0.7333,0.298,0.7299,0.6583,0.5385,0.75
6,0.3076,0.6492,0.6222,0.5294,0.6786,0.2971,0.7299,0.6583,0.5577,0.7353
7,0.2664,0.6657,0.5556,0.4,0.6,0.3062,0.7285,0.6667,0.4808,0.8088
8,0.3267,0.6275,0.5778,0.4211,0.6923,0.296,0.7302,0.675,0.6346,0.7059
9,0.2894,0.6444,0.6444,0.7273,0.6176,0.3008,0.7288,0.6667,0.5,0.7941
10,0.2871,0.7022,0.6889,0.6,0.7333,0.2986,0.7291,0.6667,0.5385,0.7647
11,0.3071,0.6778,0.7778,0.6667,0.8333,0.2979,0.7294,0.6667,0.5769,0.7353
12,0.3558,0.5138,0.4889,0.4545,0.5217,0.2957,0.7271,0.6667,0.7115,0.6324
13,0.2843,0.7442,0.5556,0.8571,0.4194,0.2951,0.7291,0.6667,0.7115,0.6324
14,0.2913,0.6935,0.5111,0.7857,0.3871,0.2963,0.7299,0.6667,0.6154,0.7059
15,0.3078,0.6155,0.5556,0.5882,0.5357,0.2979,0.7327,0.675,0.5769,0.75
16,0.304,0.6121,0.6889,0.5,0.7931,0.2959,0.7327,0.6667,0.6154,0.7059
17,0.3243,0.5178,0.4667,0.4667,0.4667,0.2954,0.7327,0.675,0.6538,0.6912
18,0.2776,0.6591,0.6222,0.5,0.6667,0.3,0.7333,0.6667,0.5192,0.7794
19,0.2664,0.8533,0.8222,0.7333,0.8667,0.3009,0.7333,0.6583,0.5,0.7794
