epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.1837,0.7218,0.4889,1.0,0.3947,0.2497,0.8457,0.7333,0.6111,0.8333
1,0.1914,0.6791,0.7111,0.625,0.7297,0.2544,0.8468,0.7417,0.5741,0.8788
2,0.1613,0.9088,0.7778,0.875,0.7568,0.2575,0.8457,0.7417,0.5556,0.8939
3,0.1517,0.8534,0.7111,0.5714,0.7368,0.2766,0.8446,0.7583,0.537,0.9394
4,0.1638,0.8045,0.7111,0.7143,0.7105,0.2616,0.8443,0.7417,0.5556,0.8939
5,0.1846,0.8556,0.7778,1.0,0.7059,0.2504,0.8446,0.7333,0.6111,0.8333
6,0.1672,0.8704,0.7333,0.7778,0.7222,0.2506,0.8451,0.7333,0.6111,0.8333
7,0.1729,0.7444,0.6444,1.0,0.5789,0.2551,0.844,0.7417,0.5926,0.8636
8,0.1677,0.8311,0.7111,0.75,0.7027,0.257,0.844,0.75,0.5741,0.8939
9,0.1767,0.7669,0.6889,0.875,0.6486,0.258,0.844,0.75,0.5741,0.8939
10,0.135,0.94,0.7333,1.0,0.7,0.2708,0.8432,0.7417,0.537,0.9091
11,0.2056,0.6081,0.6222,0.375,0.6757,0.2686,0.8434,0.7417,0.537,0.9091
12,0.205,0.8822,0.8222,0.7692,0.8438,0.2596,0.8446,0.7417,0.5556,0.8939
13,0.1415,0.8476,0.7556,1.0,0.7317,0.2603,0.8446,0.7417,0.5556,0.8939
14,0.1677,0.7368,0.6,0.4286,0.6316,0.2621,0.8448,0.7417,0.5556,0.8939
15,0.1444,0.7927,0.7333,0.75,0.7317,0.265,0.8448,0.7333,0.537,0.8939
16,0.1555,0.8889,0.8444,0.7778,0.8611,0.2658,0.8448,0.7333,0.537,0.8939
17,0.1826,0.7297,0.7556,0.625,0.7838,0.2661,0.8448,0.7333,0.537,0.8939
18,0.1886,0.7747,0.7778,0.5556,0.8333,0.2638,0.8448,0.7333,0.537,0.8939
19,0.1673,0.8041,0.6444,0.75,0.6216,0.2639,0.8448,0.7333,0.537,0.8939
