epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.1443,0.8712,0.8209,0.75,0.8364,0.1743,0.9433,0.875,0.8148,0.9242
1,0.1012,0.9394,0.9254,0.8333,0.9455,0.1709,0.943,0.875,0.8148,0.9242
2,0.0844,0.9858,0.8657,1.0,0.8333,0.1714,0.945,0.875,0.8148,0.9242
3,0.0902,0.9724,0.8955,0.9091,0.8929,0.1704,0.9436,0.875,0.8148,0.9242
4,0.0796,0.9985,0.8806,1.0,0.8545,0.1762,0.9433,0.875,0.7963,0.9394
5,0.1256,0.9387,0.8806,0.75,0.9216,0.1708,0.943,0.875,0.8148,0.9242
6,0.0984,0.9663,0.8657,0.8571,0.8679,0.168,0.9433,0.8583,0.8148,0.8939
7,0.1423,0.8848,0.8209,0.8125,0.8235,0.1668,0.943,0.85,0.8148,0.8788
8,0.1011,0.9788,0.8209,1.0,0.7818,0.1665,0.9433,0.85,0.8148,0.8788
9,0.1002,0.9364,0.8806,0.8333,0.8909,0.1691,0.9428,0.875,0.8148,0.9242
10,0.1102,0.8962,0.806,0.75,0.8136,0.174,0.9428,0.875,0.8148,0.9242
11,0.1188,0.9188,0.8507,0.8462,0.8519,0.174,0.9425,0.875,0.8148,0.9242
12,0.114,0.951,0.9104,0.9375,0.902,0.1673,0.9422,0.85,0.8148,0.8788
13,0.0972,0.9387,0.8806,0.7778,0.8966,0.1694,0.9425,0.85,0.8148,0.8788
14,0.1024,0.9573,0.8507,0.9231,0.8333,0.1688,0.9425,0.8583,0.8148,0.8939
15,0.1334,0.8027,0.791,0.5556,0.8276,0.1697,0.9425,0.8583,0.8148,0.8939
16,0.115,0.9288,0.7612,0.7692,0.7593,0.1697,0.9422,0.8583,0.8148,0.8939
17,0.1042,0.9591,0.8507,0.9167,0.8364,0.1692,0.9422,0.8583,0.8148,0.8939
18,0.1366,0.8935,0.791,0.7857,0.7925,0.1673,0.943,0.85,0.8148,0.8788
19,0.0927,0.9636,0.8507,0.9286,0.8302,0.1676,0.943,0.8583,0.8148,0.8939
