epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity,val_adv_loss,val_adv_auc,val_adv_accuracy,val_adv_sensitivity,val_adv_specificity
0,0.1844,0.7331,0.8222,0.1429,0.9474,0.1767,0.943,0.875,0.8148,0.9242,0.3257,0.8242,0.6087,0.2609,0.9565
1,0.1974,0.6757,0.8,0.375,0.8919,0.1739,0.9433,0.875,0.8148,0.9242,0.3395,0.781,0.5435,0.16,1.0
2,0.1773,0.8083,0.8667,0.2857,0.9737,0.1738,0.9439,0.875,0.8148,0.9242,0.3286,0.7348,0.6739,0.4091,0.9167
3,0.1862,0.7105,0.7556,0.1429,0.8684,0.1721,0.9436,0.875,0.8148,0.9242,0.2971,0.8357,0.7174,0.4118,0.8966
4,0.1945,0.8426,0.8,0.5556,0.8611,0.1704,0.9436,0.875,0.8148,0.9242,0.307,0.7897,0.6739,0.4444,0.8214
5,0.1986,0.7809,0.7333,0.4444,0.8056,0.1695,0.9428,0.8583,0.8148,0.8939,0.3217,0.758,0.6522,0.3913,0.913
6,0.1888,0.777,0.8222,0.625,0.8649,0.169,0.9425,0.8583,0.8148,0.8939,0.2921,0.8596,0.7609,0.6316,0.8519
7,0.2357,0.6414,0.6,0.5,0.6364,0.1675,0.9425,0.85,0.8148,0.8788,0.2934,0.881,0.7826,0.6667,0.8571
8,0.2251,0.8654,0.7556,0.8462,0.7188,0.1666,0.9433,0.8417,0.8333,0.8485,0.2842,0.9086,0.8043,0.8095,0.8
9,0.2144,0.6286,0.5778,0.7,0.5429,0.1681,0.9436,0.8417,0.8519,0.8333,0.2985,0.8452,0.6739,0.7778,0.6071
10,0.1697,0.561,0.4444,0.75,0.4146,0.1669,0.9439,0.8417,0.8333,0.8485,0.2952,0.8362,0.7391,0.7619,0.72
11,0.204,0.893,0.7333,1.0,0.6471,0.167,0.9428,0.8417,0.8333,0.8485,0.3069,0.7738,0.6522,0.6667,0.6429
