epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.2943,0.6667,0.7273,0.8333,0.6,0.2847,0.8295,0.6417,0.9423,0.4118
1,0.1381,1.0,0.9091,1.0,0.8889,0.2841,0.8289,0.6417,0.9423,0.4118
2,0.1927,0.9286,0.7273,1.0,0.5714,0.2792,0.8278,0.6417,0.9423,0.4118
3,0.1647,1.0,0.7273,1.0,0.6667,0.2733,0.8286,0.7,0.9231,0.5294
4,0.1928,0.9,0.7273,1.0,0.7,0.2663,0.8275,0.725,0.8846,0.6029
5,0.1671,1.0,0.9091,1.0,0.8571,0.2626,0.8272,0.75,0.8269,0.6912
6,0.2775,0.6667,0.8182,0.6667,0.875,0.2617,0.8278,0.75,0.8077,0.7059
7,0.1652,1.0,0.8182,1.0,0.8,0.2605,0.8275,0.7667,0.8077,0.7353
8,0.2784,0.75,0.6364,0.5,0.7143,0.2602,0.8269,0.775,0.8077,0.75
9,0.1709,0.9667,0.8182,1.0,0.6667,0.2603,0.8278,0.775,0.8077,0.75
10,0.2182,0.9643,0.8182,0.75,0.8571,0.2608,0.8275,0.7583,0.8077,0.7206
11,0.2811,0.8333,0.7273,0.6,0.8333,0.2611,0.8269,0.75,0.8077,0.7059
12,0.1757,1.0,0.8182,0.6,1.0,0.2625,0.8272,0.7583,0.8269,0.7059
13,0.2004,0.9333,0.8182,1.0,0.6667,0.2641,0.8272,0.7417,0.8462,0.6618
14,0.3003,0.7333,0.6364,0.6,0.6667,0.2669,0.8266,0.725,0.8846,0.6029
15,0.1642,0.9643,0.9091,1.0,0.8571,0.2668,0.8261,0.725,0.8846,0.6029
16,0.2798,0.7083,0.6364,0.3333,0.75,0.2667,0.8261,0.725,0.8846,0.6029
17,0.2466,0.9333,0.8182,0.6667,1.0,0.2671,0.8258,0.7167,0.8846,0.5882
18,0.1383,1.0,0.9091,1.0,0.8333,0.2678,0.8264,0.7167,0.8846,0.5882
19,0.2057,1.0,0.6364,1.0,0.5556,0.2671,0.8261,0.7167,0.8846,0.5882
