epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.3333,0.7333,0.7273,0.6667,0.8,0.2523,0.8348,0.7333,0.8269,0.6618
1,0.1042,1.0,0.9091,1.0,0.8889,0.2531,0.8348,0.7583,0.8846,0.6618
2,0.1245,1.0,0.9091,1.0,0.8571,0.2529,0.8346,0.7417,0.8462,0.6618
3,0.1039,1.0,0.9091,1.0,0.8889,0.2521,0.8317,0.7417,0.8462,0.6618
4,0.1774,0.6,0.8182,0.0,0.9,0.2514,0.8306,0.75,0.8462,0.6765
5,0.1404,1.0,0.9091,1.0,0.8571,0.2506,0.8292,0.7417,0.8269,0.6765
6,0.2871,0.6667,0.7273,0.3333,0.875,0.2507,0.8295,0.7417,0.8269,0.6765
7,0.154,1.0,0.8182,1.0,0.8,0.25,0.83,0.75,0.8077,0.7059
8,0.3024,0.7143,0.6364,0.5,0.7143,0.2496,0.8295,0.7583,0.8077,0.7206
9,0.152,1.0,0.9091,1.0,0.8333,0.2498,0.8298,0.75,0.8077,0.7059
10,0.1628,1.0,1.0,1.0,1.0,0.2508,0.8298,0.75,0.8462,0.6765
11,0.2218,0.8333,0.8182,0.8,0.8333,0.2518,0.8306,0.7417,0.8462,0.6618
12,0.184,1.0,0.8182,0.6,1.0,0.2538,0.8326,0.7333,0.8846,0.6176
13,0.1308,1.0,0.9091,1.0,0.8333,0.2564,0.832,0.7,0.9038,0.5441
14,0.2996,0.6333,0.7273,1.0,0.5,0.2595,0.8317,0.675,0.9038,0.5
15,0.1657,0.9286,0.9091,0.75,1.0,0.2596,0.8317,0.675,0.9038,0.5
16,0.2169,0.8333,0.7273,0.6667,0.75,0.26,0.8312,0.675,0.9038,0.5
17,0.1732,1.0,1.0,1.0,1.0,0.2607,0.8312,0.6667,0.9038,0.4853
18,0.0983,1.0,1.0,1.0,1.0,0.2615,0.8312,0.6667,0.9038,0.4853
19,0.1679,1.0,0.8182,1.0,0.7778,0.2608,0.8309,0.6667,0.9038,0.4853
