epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.1891,0.8611,0.8222,0.9722,0.2222,0.147,0.8813,0.8167,0.8316,0.76
1,0.2239,0.8101,0.7111,0.7812,0.5385,0.1441,0.8825,0.8,0.7895,0.84
2,0.191,0.8,0.7556,0.7429,0.8,0.145,0.8834,0.7833,0.7684,0.84
3,0.1721,0.8857,0.7556,0.7429,0.8,0.1459,0.8838,0.7917,0.7684,0.88
4,0.1837,0.8824,0.7778,0.7647,0.8182,0.1464,0.8838,0.775,0.7474,0.88
5,0.141,0.9701,0.7333,0.6923,1.0,0.1445,0.8825,0.7917,0.7789,0.84
6,0.1711,0.8176,0.7556,0.7568,0.75,0.1444,0.8825,0.8,0.7895,0.84
7,0.1784,0.8364,0.7778,0.8056,0.6667,0.1446,0.8817,0.8,0.7895,0.84
8,0.1652,0.848,0.8222,0.8378,0.75,0.1446,0.8817,0.8,0.7895,0.84
9,0.1691,0.9,0.8,0.7714,0.9,0.1449,0.8808,0.7833,0.7684,0.84
10,0.1682,0.7857,0.6889,0.6842,0.7143,0.1448,0.8804,0.7917,0.7789,0.84
11,0.1512,0.9321,0.8,0.7778,0.8889,0.1447,0.8808,0.8,0.7895,0.84
12,0.1407,0.8547,0.7556,0.7436,0.8333,0.1447,0.8804,0.8083,0.8,0.84
13,0.1792,0.7534,0.7778,0.8378,0.5,0.1447,0.8808,0.8,0.7895,0.84
14,0.1401,0.9459,0.8222,0.8108,0.875,0.1447,0.8808,0.8,0.7895,0.84
15,0.1742,0.8611,0.8222,0.8056,0.8889,0.1447,0.8808,0.8,0.7895,0.84
16,0.1642,0.9545,0.8444,0.8182,0.9167,0.1448,0.8804,0.8,0.7895,0.84
17,0.1874,0.8086,0.7333,0.7714,0.6,0.1449,0.8804,0.7917,0.7789,0.84
18,0.2096,0.5203,0.5556,0.6216,0.25,0.1449,0.8804,0.7917,0.7789,0.84
19,0.1746,0.7872,0.7111,0.7568,0.5,0.1449,0.8804,0.7917,0.7789,0.84
