epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.2088,0.8364,0.7778,0.9722,0.0,0.1128,0.9474,0.9083,0.9368,0.8
1,0.2549,0.7428,0.7333,0.8438,0.4615,0.1017,0.9486,0.9083,0.9263,0.84
2,0.2279,0.56,0.6889,0.8,0.3,0.0982,0.9491,0.9167,0.9263,0.88
3,0.2034,0.7686,0.6889,0.6571,0.8,0.0971,0.9499,0.9083,0.9158,0.88
4,0.2025,0.8743,0.7778,0.7647,0.8182,0.0967,0.9512,0.9083,0.9158,0.88
5,0.1573,0.8889,0.7111,0.6923,0.8333,0.0988,0.9507,0.9083,0.9263,0.84
6,0.1709,0.8378,0.8444,0.8378,0.875,0.0988,0.9512,0.9083,0.9263,0.84
7,0.1901,0.7778,0.7556,0.8056,0.5556,0.0978,0.9516,0.9083,0.9263,0.84
8,0.1769,0.8074,0.7556,0.8108,0.5,0.0989,0.9512,0.9083,0.9263,0.84
9,0.1821,0.8714,0.7333,0.7143,0.8,0.096,0.9516,0.9083,0.9158,0.88
10,0.1823,0.7218,0.6444,0.6579,0.5714,0.0978,0.9516,0.9083,0.9263,0.84
11,0.1912,0.7623,0.7556,0.7778,0.6667,0.0979,0.9516,0.9083,0.9263,0.84
12,0.1594,0.7906,0.8222,0.8462,0.6667,0.101,0.9516,0.9083,0.9263,0.84
13,0.1944,0.6858,0.9111,0.973,0.625,0.0976,0.952,0.9083,0.9263,0.84
14,0.1792,0.7905,0.8444,0.8649,0.75,0.0972,0.9545,0.9083,0.9263,0.84
15,0.2069,0.6914,0.7111,0.8056,0.3333,0.0949,0.9537,0.9,0.9158,0.84
16,0.1938,0.8763,0.7778,0.7273,0.9167,0.0938,0.9541,0.9,0.9053,0.88
17,0.2094,0.7086,0.5778,0.5143,0.8,0.0931,0.9537,0.9,0.8947,0.92
18,0.1771,0.8682,0.6222,0.5405,1.0,0.0928,0.9554,0.9083,0.9158,0.88
19,0.1857,0.8041,0.8,0.8378,0.625,0.0926,0.9562,0.9083,0.9158,0.88
