epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.109,0.9306,0.8319,0.8421,0.8298,0.1904,0.9223,0.85,0.8704,0.8333
1,0.1109,0.9269,0.8584,0.85,0.8602,0.1901,0.922,0.85,0.8704,0.8333
2,0.0888,0.9608,0.9115,0.9,0.914,0.1888,0.9217,0.8417,0.8519,0.8333
3,0.0896,0.948,0.8673,0.8333,0.8737,0.1883,0.9226,0.8417,0.8519,0.8333
4,0.0875,0.9709,0.9292,0.8421,0.9468,0.1884,0.92,0.8583,0.8333,0.8788
5,0.1169,0.9399,0.8584,0.8571,0.8588,0.194,0.9195,0.8333,0.9074,0.7727
6,0.0947,0.96,0.9115,1.0,0.8901,0.1892,0.9195,0.85,0.8704,0.8333
7,0.129,0.9058,0.8053,0.7692,0.8161,0.1945,0.9189,0.8333,0.9074,0.7727
8,0.0987,0.94,0.8407,0.8824,0.8333,0.1903,0.9184,0.8583,0.8704,0.8485
9,0.1093,0.9296,0.8584,0.8182,0.8681,0.1896,0.9186,0.85,0.8704,0.8333
10,0.1076,0.9317,0.8407,0.8571,0.837,0.189,0.9189,0.85,0.8704,0.8333
11,0.1116,0.9132,0.885,0.8947,0.883,0.1892,0.9184,0.85,0.8704,0.8333
12,0.105,0.9603,0.9027,0.9032,0.9024,0.1896,0.9186,0.85,0.8704,0.8333
13,0.0713,0.9807,0.9292,0.9444,0.9263,0.1896,0.9189,0.85,0.8704,0.8333
14,0.0911,0.9541,0.8938,0.8421,0.9043,0.1894,0.9189,0.85,0.8704,0.8333
15,0.0912,0.9435,0.8584,0.8667,0.8571,0.1894,0.9184,0.85,0.8519,0.8485
16,0.1127,0.9355,0.8673,0.8462,0.8736,0.1894,0.9184,0.85,0.8519,0.8485
17,0.1036,0.9505,0.9027,0.88,0.9091,0.1895,0.9186,0.8417,0.8519,0.8333
18,0.0959,0.9648,0.8761,0.9048,0.8696,0.1894,0.9186,0.8417,0.8519,0.8333
19,0.0852,0.9741,0.9027,1.0,0.8804,0.1893,0.9181,0.8417,0.8519,0.8333
