epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.1205,0.9036,0.8214,0.75,0.8333,0.1914,0.922,0.85,0.8704,0.8333
1,0.1198,0.9131,0.875,0.8182,0.8889,0.1929,0.9212,0.85,0.8889,0.8182
2,0.093,0.9678,0.875,0.9167,0.8636,0.1909,0.9209,0.85,0.8704,0.8333
3,0.1051,0.9333,0.8571,0.8182,0.8667,0.1902,0.9212,0.85,0.8704,0.8333
4,0.0826,0.9798,0.8929,0.9091,0.8889,0.1894,0.9206,0.85,0.8704,0.8333
5,0.1016,0.9762,0.8929,0.9286,0.881,0.1902,0.9212,0.85,0.8704,0.8333
6,0.0894,0.9962,0.9643,0.9167,0.9773,0.1932,0.9192,0.825,0.8704,0.7879
7,0.1474,0.8326,0.7143,0.6,0.7391,0.1946,0.9198,0.8333,0.9074,0.7727
8,0.1252,0.9071,0.7857,0.8182,0.7778,0.1929,0.9195,0.8333,0.8889,0.7879
9,0.0988,0.9409,0.8214,0.8889,0.8085,0.192,0.9212,0.8333,0.8889,0.7879
10,0.1287,0.7901,0.75,0.5714,0.7755,0.188,0.9212,0.85,0.8519,0.8485
11,0.1373,0.8534,0.875,0.8889,0.8723,0.1882,0.9217,0.85,0.8704,0.8333
12,0.1084,0.9691,0.9107,0.9333,0.9024,0.1907,0.9203,0.8583,0.8889,0.8333
13,0.0931,0.9479,0.8929,0.875,0.8958,0.1884,0.9206,0.85,0.8704,0.8333
14,0.1084,0.9313,0.8929,0.8182,0.9111,0.1889,0.9206,0.85,0.8704,0.8333
15,0.11,0.88,0.7857,0.6667,0.8,0.1887,0.92,0.85,0.8704,0.8333
16,0.0949,0.9522,0.8571,0.9,0.8478,0.1896,0.9189,0.85,0.8333,0.8636
17,0.0907,0.948,0.9286,0.8889,0.9362,0.1896,0.9184,0.85,0.8333,0.8636
18,0.0959,0.9924,0.9464,1.0,0.9318,0.1892,0.9189,0.85,0.8704,0.8333
19,0.0919,0.9717,0.9107,1.0,0.8913,0.1893,0.9189,0.85,0.8519,0.8485
