epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.1484,0.8099,0.8214,0.625,0.8542,0.1752,0.9439,0.875,0.8148,0.9242
1,0.1078,0.9394,0.9107,0.8182,0.9333,0.1723,0.9433,0.875,0.8148,0.9242
2,0.0909,0.9867,0.8571,1.0,0.8182,0.1721,0.9436,0.875,0.8148,0.9242
3,0.0962,0.9717,0.8929,0.9091,0.8889,0.1711,0.9442,0.875,0.8148,0.9242
4,0.0868,0.998,0.8571,1.0,0.8222,0.1725,0.9436,0.8667,0.7963,0.9242
5,0.1208,0.9507,0.8571,0.7857,0.881,0.1708,0.9433,0.875,0.8148,0.9242
6,0.1065,0.9621,0.8571,0.8333,0.8636,0.1694,0.943,0.875,0.8148,0.9242
7,0.1429,0.85,0.8036,0.8,0.8043,0.1684,0.943,0.8667,0.8148,0.9091
8,0.1031,0.9818,0.8393,1.0,0.8,0.1684,0.9425,0.875,0.8148,0.9242
9,0.0889,0.9551,0.8929,0.8889,0.8936,0.1698,0.943,0.875,0.8148,0.9242
10,0.1153,0.8688,0.7857,0.7143,0.7959,0.1783,0.9422,0.875,0.7963,0.9394
11,0.1265,0.8771,0.8393,0.7778,0.8511,0.1733,0.943,0.875,0.8148,0.9242
12,0.1222,0.9512,0.9107,0.9333,0.9024,0.1678,0.9428,0.85,0.8148,0.8788
13,0.1078,0.9349,0.8571,0.75,0.875,0.1702,0.9436,0.8667,0.8148,0.9091
14,0.1068,0.9535,0.8571,0.9091,0.8444,0.1689,0.9433,0.8583,0.8148,0.8939
15,0.1456,0.6933,0.7679,0.3333,0.82,0.1712,0.9425,0.8667,0.8148,0.9091
16,0.0987,0.9696,0.8036,0.9,0.7826,0.1724,0.9419,0.8667,0.8148,0.9091
17,0.0983,0.9622,0.875,0.8889,0.8723,0.1727,0.9416,0.8583,0.7963,0.9091
18,0.1376,0.8939,0.8214,0.8333,0.8182,0.1672,0.9433,0.8583,0.8148,0.8939
19,0.0942,0.9587,0.8214,0.9,0.8043,0.1692,0.9425,0.8667,0.8148,0.9091
