epoch,train_loss,train_auc,train_accuracy,train_sensitivity,train_specificity,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
0,0.2369,0.7922,0.8036,0.6875,0.85,0.2852,0.7653,0.65,0.6154,0.6765
1,0.1634,0.9269,0.8393,0.8333,0.8421,0.2859,0.765,0.6667,0.6923,0.6471
2,0.2071,0.8516,0.7679,0.75,0.775,0.2853,0.763,0.6583,0.6538,0.6618
3,0.183,0.8912,0.8393,0.7857,0.8571,0.2868,0.7627,0.65,0.6154,0.6765
4,0.1948,0.9091,0.8036,0.8182,0.7941,0.2863,0.7616,0.6583,0.6731,0.6471
5,0.1825,0.9181,0.8036,0.85,0.7778,0.2861,0.763,0.6583,0.6731,0.6471
6,0.2218,0.8611,0.7857,0.7,0.8333,0.293,0.7624,0.7,0.8654,0.5735
7,0.1774,0.9052,0.8036,0.8462,0.7907,0.289,0.7641,0.6917,0.8077,0.6029
8,0.2103,0.8724,0.7679,0.8333,0.7188,0.2901,0.7636,0.6917,0.8077,0.6029
9,0.1997,0.8797,0.7321,0.8,0.7073,0.2868,0.763,0.6833,0.7308,0.6471
10,0.197,0.8944,0.8214,0.85,0.8056,0.2878,0.7636,0.6833,0.7692,0.6176
11,0.2303,0.8202,0.7321,0.7778,0.7105,0.2875,0.7639,0.675,0.75,0.6176
12,0.2494,0.8348,0.6964,0.64,0.7419,0.291,0.7622,0.7,0.8462,0.5882
13,0.2189,0.8416,0.7321,0.8235,0.6923,0.2907,0.7619,0.6917,0.8269,0.5882
14,0.2233,0.8386,0.6607,0.7059,0.641,0.2897,0.7619,0.6917,0.8077,0.6029
15,0.1913,0.9184,0.7857,0.8095,0.7714,0.2894,0.7622,0.6833,0.7885,0.6029
16,0.2253,0.8431,0.7857,0.7,0.8333,0.2898,0.7619,0.6917,0.8077,0.6029
17,0.1901,0.902,0.8036,0.6667,0.8684,0.2904,0.7619,0.6917,0.8269,0.5882
18,0.1491,0.9583,0.8929,0.9,0.8889,0.2904,0.7619,0.6917,0.8269,0.5882
19,0.2271,0.8231,0.6964,0.8333,0.6316,0.2903,0.7619,0.6917,0.8269,0.5882
